Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n14,n14,Byrd,51,42.89899981021881,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.0099233367360459,0,0.9882352941176471,1260,0.8491077945123819
n15,n15,Cantwell,52,45.96499985456467,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010544859184950076,0,0.9607843137254902,1274,0.8615238223153063
n16,n16,Cardin,51,45.99000000953674,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010527348196938255,0,0.9882352941176471,1260,0.8491077945123819
n17,n17,Carper,52,44.963999807834625,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010349759903422533,0,0.9607843137254902,1274,0.8615238223153063
n18,n18,Casey,51,46.079999804496765,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010545094954425741,0,0.9882352941176471,1260,0.8491077945123819
n19,n19,Chambliss,45,37.588999927043915,3.0,0.5271739130434783,5.784732886989292E-4,0.009472817,0.009472817,1,0.010426371335168525,0,0.9676767676767677,958,0.4715304210027985
n20,n20,Clinton,50,45.11199986934662,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.01034541341932871,0,1.0,1225,0.8305383715469283
n21,n21,Coburn,38,29.55899977684021,3.0,0.470873786407767,4.669057223965337E-6,0.008031301,0.008031301,1,0.008516358697242219,0,0.9985775248933144,702,0.3971939978756896
n22,n22,Cochran,46,37.49799996614456,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010384900233552517,0,0.9545893719806763,988,0.49009984396824885
n23,n23,Coleman,48,36.0029998421669,2.0,0.6643835616438356,0.035658547034311185,0.01009061,0.01009061,1,0.009880214634289437,0,0.8031914893617021,906,0.5495006317030371
n24,n24,Collins,67,46.98099994659424,2.0,0.7637795275590551,0.2157106342211171,0.0140032945,0.0140032945,1,0.011599307076974683,0,0.5083672546359114,1124,0.9380296121697009
n25,n25,Conrad,51,44.61599987745285,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010259407326138113,0,0.9882352941176471,1260,0.8491077945123819
n26,n26,Corker,46,37.47799998521805,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010381342227653119,0,0.9545893719806763,988,0.4900998439682489
n27,n27,Cornyn,45,38.36799997091293,3.0,0.5271739130434783,5.784732886989292E-4,0.009472817,0.009472817,1,0.01061187862180193,0,0.9676767676767677,958,0.4715304210027985
n28,n28,Craig,46,38.21000021696091,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010554708265324292,0,0.9545893719806763,988,0.49009984396824885
n29,n29,Crapo,46,37.86700004339218,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010472352595542194,0,0.9545893719806763,988,0.49009984396824885
n30,n30,DeMint,41,33.61099976301193,3.0,0.4778325123152709,2.677266975143179E-5,0.008649094,0.008649094,1,0.009484064740942141,0,0.9939024390243902,815,0.4276954089672218
n31,n31,Dodd,50,44.35600000619888,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010197194866461394,0,1.0,1225,0.8305383715469283
n32,n32,Dole,44,36.08300018310547,3.0,0.49743589743589745,1.71634621262722E-4,0.009266886,0.009266886,1,0.010074068938350899,0,0.9788583509513742,926,0.4591143931998745
n33,n33,Domenici,45,35.435000240802765,3.0,0.5950920245398773,0.0021013148141852084,0.009472817,0.009472817,1,0.009887563849119855,0,0.9606060606060606,951,0.481583398904742
n34,n34,Dorgan,51,43.32099997997284,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010006445312441273,0,0.9882352941176471,1260,0.8491077945123817
n35,n35,Durbin,50,45.38699996471405,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010399153220648936,0,1.0,1225,0.8305383715469283
n36,n36,Ensign,44,36.17399990558624,3.0,0.49743589743589745,1.71634621262722E-4,0.009266886,0.009266886,1,0.01009557918256729,0,0.9788583509513742,926,0.4591143931998745
n37,n37,Enzi,43,35.5139998793602,3.0,0.4923857868020305,8.35267858485328E-5,0.009060956,0.009060956,1,0.009935170527754366,0,0.9878183831672204,892,0.44918479488457436
n38,n38,Feingold,50,43.26700001955032,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.00998386397573218,0,1.0,1225,0.8305383715469283
n39,n39,Feinstein,52,45.83399969339371,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010519072029438012,0,0.9607843137254902,1274,0.8615238223153063
n40,n40,Graham,46,36.96399998664856,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010259739375755781,0,0.9545893719806763,988,0.49009984396824885
n41,n41,Grassley,47,37.92099994421005,2.0,0.6598639455782314,0.007957508449167575,0.009884679,0.009884679,1,0.010462194341870193,0,0.9269195189639223,1002,0.5094774461398345
n42,n42,Gregg,44,34.119000017642975,3.0,0.521505376344086,4.9036545328474E-4,0.009266886,0.009266886,1,0.00959955246241304,0,0.9756871035940803,923,0.46160082268749814
n43,n43,Hagel,43,31.448000133037567,3.0,0.521505376344086,4.7045244518397253E-4,0.009060956,0.009060956,1,0.008961931902240917,0,0.973421926910299,879,0.45242953058157476
n44,n44,Harkin,51,45.53900009393692,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010439129133371012,0,0.9882352941176471,1260,0.8491077945123819
n45,n45,Hatch,46,37.51399999856949,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010389605256273408,0,0.9545893719806763,988,0.4900998439682489
n46,n46,Hutchison,46,37.45200002193451,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.01037550086215942,0,0.9545893719806763,988,0.49009984396824885
n47,n47,Inhofe,42,34.13299983739853,3.0,0.4801980198019802,4.3615196258906745E-5,0.008855024,0.008855024,1,0.009610947976248603,0,0.9907084785133565,853,0.4377021840159558
n48,n48,Inouye,50,44.239999771118164,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010174512514244045,0,1.0,1225,0.8305383715469286
n49,n49,Isakson,46,38.87599992752075,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010713886670732791,0,0.9545893719806763,988,0.49009984396824885
n50,n50,Kennedy,52,44.79599994421005,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010315975130016449,0,0.9607843137254902,1274,0.8615238223153062
n51,n51,Kerry,52,45.57699990272522,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010469558610553702,0,0.9607843137254902,1274,0.8615238223153063
n52,n52,Klobuchar,52,46.72899967432022,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010694887093120562,0,0.9607843137254902,1274,0.8615238223153063
n53,n53,Kohl,51,45.985000014305115,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010526434338594029,0,0.9882352941176471,1260,0.8491077945123823
n54,n54,Kyl,44,35.29900014400482,3.0,0.521505376344086,4.9036545328474E-4,0.009266886,0.009266886,1,0.009879736520760818,0,0.9756871035940803,923,0.46160082268749814
n55,n55,Landrieu,51,41.92199993133545,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.00973219624970315,0,0.9882352941176471,1260,0.8491077945123823
n56,n56,Lautenberg,51,46.03400003910065,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010535616586897974,0,0.9882352941176471,1260,0.8491077945123822
n57,n57,Leahy,51,45.24199992418289,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.01038094138516026,0,0.9882352941176471,1260,0.8491077945123823
n58,n58,Levin,50,44.878000020980835,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010299909359877171,0,1.0,1225,0.8305383715469289
n59,n59,Lieberman,52,43.454999804496765,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010053673914633392,0,0.9607843137254902,1274,0.8615238223153066
n60,n60,Lincoln,52,44.74699991941452,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.010307539274313767,0,0.9607843137254902,1274,0.8615238223153066
n61,n61,Lott,46,37.19899994134903,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010315050136086482,0,0.9545893719806763,988,0.49009984396824885
n62,n62,Lugar,46,35.01100015640259,2.0,0.6554054054054055,0.007130201085094101,0.0096787475,0.0096787475,1,0.009762049740313817,0,0.9323671497584541,965,0.5009610010763298
n63,n63,Martinez,46,37.137000024318695,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.01030062910333562,0,0.9545893719806763,988,0.49009984396824885
n64,n64,McCain,46,37.43300014734268,2.0,0.6554054054054055,0.007952839391943608,0.0096787475,0.0096787475,1,0.010346258710541286,0,0.9246376811594202,957,0.4989098893119998
n65,n65,McCaskill,50,41.112999856472015,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.009563784422344642,0,1.0,1225,0.8305383715469291
n66,n66,McConnell,46,38.957999885082245,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010732919650836227,0,0.9545893719806763,988,0.49009984396824885
n67,n67,Menendez,51,45.89799988269806,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010508805928177474,0,0.9882352941176471,1260,0.8491077945123825
n68,n68,Mikulski,52,46.473000228405,3.0,0.6381578947368421,0.002865310856896667,0.010914333,0.010914333,0,0.01064417232485312,0,0.9607843137254902,1274,0.8615238223153066
n69,n69,Murkowski,47,37.27300006151199,2.0,0.6598639455782314,0.007957508449167575,0.009884679,0.009884679,1,0.010303078831719614,0,0.9269195189639223,1002,0.5094774461398345
n70,n70,Murray,51,45.98799991607666,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.01052675341490098,0,0.9882352941176471,1260,0.8491077945123827
n71,n71,Nelson (FL),51,45.075000047683716,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010348936776667468,0,0.9882352941176471,1260,0.8491077945123825
n72,n72,Nelson (NE),54,42.321000158786774,3.0,0.6783216783216783,0.012589139835375249,0.011326195,0.011326195,0,0.0098928529689063,0,0.8986722571628232,1286,0.8829360314992221
n73,n73,Obama,50,44.59199970960617,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010243432341952173,0,1.0,1225,0.8305383715469292
n74,n74,Pryor,53,43.82199990749359,3.0,0.673611111111111,0.008202455522380622,0.0111202635,0.0111202635,0,0.010153088482153669,0,0.9288824383164006,1280,0.873006433183924
n75,n75,Reed,51,46.105999767780304,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.01055018285525742,0,0.9882352941176471,1260,0.8491077945123825
n76,n76,Reid,51,45.193999886512756,3.0,0.6258064516129032,0.0020194908100456908,0.010708402,0.010708402,0,0.010383816544296955,0,0.9709803921568627,1238,0.8429543993498549
n77,n77,Roberts,46,37.81100004911423,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010459583431303281,0,0.9545893719806763,988,0.4900998439682489
n78,n78,Rockefeller,50,43.063000082969666,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.009945620590384863,0,1.0,1225,0.8305383715469291
n79,n79,Salazar,53,46.27299988269806,3.0,0.673611111111111,0.008202455522380622,0.0111202635,0.0111202635,0,0.010632837729817051,0,0.9288824383164006,1280,0.873006433183924
n80,n80,Sanders,51,44.682999670505524,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010271415037677414,0,0.9882352941176471,1260,0.8491077945123823
n81,n81,Schumer,51,45.66800010204315,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.01046382060880474,0,0.9882352941176471,1260,0.8491077945123825
n82,n82,Sessions,45,36.48499995470047,3.0,0.5914634146341463,0.001981974844787424,0.009472817,0.009472817,1,0.010151176638170268,0,0.9646464646464646,955,0.47768381616532457
n83,n83,Shelby,46,37.49199992418289,3.0,0.5987654320987654,0.0023888135122236307,0.0096787475,0.0096787475,1,0.010384900963114388,0,0.9545893719806763,988,0.49009984396824885
n84,n84,Smith,41,29.430999994277954,2.0,0.6339869281045751,0.02019332536153091,0.008649094,0.008649094,1,0.008342511024463145,0,0.824390243902439,676,0.4741809536367955
n85,n85,Snowe,65,46.61899995803833,2.0,0.751937984496124,0.1354700443043014,0.013591433,0.013591433,0,0.011048593330955214,0,0.6649038461538461,1383,1.0
n86,n86,Specter,48,34.30799996852875,2.0,0.6643835616438356,0.07518745664443277,0.01009061,0.01009061,1,0.00922700396682935,0,0.5957446808510638,672,0.6091661345895756
n87,n87,Stabenow,50,44.43199986219406,3.0,0.5511363636363636,0.0,0.010502472,0.010502472,0,0.010213067538681512,0,1.0,1225,0.8305383715469288
n88,n88,Stevens,46,35.88799995183945,2.0,0.6554054054054055,0.007688726588741028,0.0096787475,0.0096787475,1,0.009970613123482948,0,0.927536231884058,960,0.4998207529698579
n89,n89,Sununu,45,35.59499990940094,3.0,0.5914634146341463,0.001981974844787424,0.009472817,0.009472817,1,0.009940086367799257,0,0.9646464646464646,955,0.4776838161653245
n90,n90,Tester,52,43.37599962949753,3.0,0.6466666666666666,0.005232504359845616,0.010914333,0.010914333,0,0.010047831730511918,0,0.9532428355957768,1264,0.8590373928276838
n91,n91,Thune,47,38.56599986553192,2.0,0.6598639455782314,0.007957508449167575,0.009884679,0.009884679,1,0.010615410630952792,0,0.9269195189639223,1002,0.5094774461398345
n92,n92,Vitter,42,33.293999910354614,3.0,0.48989898989898994,6.668425934105784E-5,0.008855024,0.008855024,1,0.009404706655100622,0,0.9907084785133565,853,0.43917801983584026
n93,n93,Voinovich,43,30.857999980449677,2.0,0.6423841059602649,0.005789549340454971,0.009060956,0.009060956,1,0.008771694865525715,0,0.9413067552602437,850,0.47248061326948865
n94,n94,Warner,47,37.56299990415573,2.0,0.6598639455782314,0.007957508449167575,0.009884679,0.009884679,1,0.010373816411265472,0,0.9269195189639223,1002,0.5094774461398347
n95,n95,Webb,51,44.045000195503235,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010147132480907031,0,0.9882352941176471,1260,0.8491077945123822
n96,n96,Whitehouse,51,46.21600008010864,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010571403542983398,0,0.9882352941176471,1260,0.8491077945123822
n97,n97,Wyden,51,45.88799995183945,3.0,0.6139240506329114,8.458200468509748E-4,0.010708402,0.010708402,0,0.010507829763451989,0,0.9882352941176471,1260,0.8491077945123822
